RunId,VectorId,Scenario,MessageAlias,Repeat,ConfigHash,InputSeed,PayloadSha256,WirePduSha256,StateBefore,VectorType,z_auth,z_fresh,d_app,a_resync,nu_state,Error,EvidenceCompleteness,Verdict,HostElapsedNs,ReceiverTauNs,DataOrigin
PYOBS-20260921T013915Z,11,全零认证器伪造,PDU-A,1,47c95dd4fc3ad73a,20261112,7cad48ebafb08b1bafc8c2b24062c479ad490aa0743ce35ae0a8b2210dd0b1ac,5d374e8d0fec3e278c73ca98531bd642b7d76cdcd1d93ebc9392d9fb4616a812,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,150883,148875,direct_python_execution
PYOBS-20260921T013915Z,12,全零认证器伪造,PDU-A,2,47c95dd4fc3ad73a,20261113,ee4caec0498e15a6722428b290799c8064d14d9facf246ddd305611cb21eb590,10aa11923352b31cf8b506521a530f7f603504c724a73ff034f1df1353d8c807,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,160717,158308,direct_python_execution
PYOBS-20260921T013915Z,13,全零认证器伪造,PDU-A,3,47c95dd4fc3ad73a,20261114,bc355622a616f454e46a889e9e7b638901f0a8509f89416a2546f999184338c8,80a580dd8002d4fc8707c1adb1236a3b72138db10b61c7fe278c5f321905fa02,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,186308,184273,direct_python_execution
PYOBS-20260921T013915Z,14,全零认证器伪造,PDU-A,4,47c95dd4fc3ad73a,20261115,a629ff254bbc5c0b4209d36458a3ebcb88c177376e2aed582efff3ab98942caf,e56397c4bbf975b6f9b411fe5bbe4a16dfa841f7a772f1f103164cc4ca9a135f,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,150368,148547,direct_python_execution
PYOBS-20260921T013915Z,15,全零认证器伪造,PDU-A,5,47c95dd4fc3ad73a,20261116,52589adad097ed1198e460be9c9eaad07cb68d18725a83430c6e38117aaf7799,9d0b29eac67b58cbaa6b4df0d79d2f1aec06e67143a63083f2e5b1ef689019d8,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,158797,156774,direct_python_execution
PYOBS-20260921T013915Z,16,已接收报文重放,PDU-A,1,47c95dd4fc3ad73a,20261212,abfc77b970c66374ccf672f5a3522b60736e2d272b1691ea3f9c5304e800ade0,e65b9c318cd4e627ac0245f7645b0d43654533e12c0f2cf599b2f3d25a67c418,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,197659,195624,direct_python_execution
PYOBS-20260921T013915Z,17,已接收报文重放,PDU-A,2,47c95dd4fc3ad73a,20261213,970be2839ae5e21ddb38760f1bddabeb143c04914cd75b217621720f1e6961eb,013cc903c2b44b8d4fa8df0f4e05927b44c20e33b97e620c9f314f1873f632d6,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,155230,153429,direct_python_execution
PYOBS-20260921T013915Z,18,已接收报文重放,PDU-A,3,47c95dd4fc3ad73a,20261214,909366b0a04a2fcdb99e1d6a8a62246458811d1b2abe8fe272e920e8a29620af,e956eb116c0e5dbf8191b183a31e51b736a64d4c056b496bd677ba58a52b01eb,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,152901,151187,direct_python_execution
PYOBS-20260921T013915Z,19,已接收报文重放,PDU-A,4,47c95dd4fc3ad73a,20261215,f9937cffba19d31caa7392b8fb4353f0d5851a7874f6ca83f28a7d49bd82c60b,538402101fee99cee828e7592c4846a72253486da71477297d10219512e866d0,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,157597,155993,direct_python_execution
PYOBS-20260921T013915Z,20,已接收报文重放,PDU-A,5,47c95dd4fc3ad73a,20261216,937346f4e32fe324740191ca3e128be34a5a9d1291db441b283cd09cc7484b4b,30a111908f8cf4779d95386fa3c7f2075a37dd1b81d763f9bd6ca64129be471c,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,157908,156401,direct_python_execution
PYOBS-20260921T013915Z,21,严格策略下FV回绕候选,PDU-A,1,47c95dd4fc3ad73a,20261312,12b06868667bd192db00cd31ab2b32b4f8ff19407199206318070fa154c5c43f,e72be01f3fb22d4c2741d9c575ec320dda1257b9f65a6427dfef673692643284,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,180464,176848,direct_python_execution
PYOBS-20260921T013915Z,22,严格策略下FV回绕候选,PDU-A,2,47c95dd4fc3ad73a,20261313,f1c816bbc2d33729447a3ea41e2cc61bf2ba75648496878aa1082044423a09be,0bf3fd20703a5340e0e2707e6f1b6df86eb442b12e2ab2a95bcc179e5d2b5995,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,163781,160625,direct_python_execution
PYOBS-20260921T013915Z,23,严格策略下FV回绕候选,PDU-A,3,47c95dd4fc3ad73a,20261314,e6e0062ed6d4dd16c5a04e35bfa55e425a3c760d6a5f47d5b7a929f6ea5b0443,6240da96a7bec2b8eabe12a9fae55a8ea855c0403f2b411ad1a4813eac307900,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,149167,147113,direct_python_execution
PYOBS-20260921T013915Z,24,严格策略下FV回绕候选,PDU-A,4,47c95dd4fc3ad73a,20261315,b228300b88f5ed4186074e6db362eff0a5cb7aa0c85b62d79e373d8de2330eec,a55eeb78024e56b40ce01ebd2d5afc342ad22cd95fa11a335f0b65c4f899704f,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,275054,270728,direct_python_execution
PYOBS-20260921T013915Z,25,严格策略下FV回绕候选,PDU-A,5,47c95dd4fc3ad73a,20261316,acb2b1807a2ca20a78e38b54bfe0b992895a7848ca349c5d609dacaf701fb9f8,5e65a950b7cad0116afd47d82fb69a74d278a666ead24c866741038535046a23,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,178275,176289,direct_python_execution
PYOBS-20260921T013915Z,26,合法基准通信,PDU-B,1,9eed31c538ea306b,20270912,315fe241891636e685d8d92ae360950dc16d3c21109e9250e3c7d84540d97f54,05ea60c230113ac32f494606006b61ccbb787de936454eeaed6ad2c1082ede7f,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,119081,117277,direct_python_execution
PYOBS-20260921T013915Z,27,合法基准通信,PDU-B,2,9eed31c538ea306b,20270913,238fc28b3ebe3af95f4d3c1d2732448337ba18f3bd9eb92adb6e3d98726006f7,0d876f0e127f7e38146de5c5980118791ce0362fb0e92ae938948600bf97022b,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,118029,116189,direct_python_execution
PYOBS-20260921T013915Z,28,合法基准通信,PDU-B,3,9eed31c538ea306b,20270914,86af0efc219570c7c6f2020da2363de7cc0686df6e6efa0c35d88a0e349d7c9d,fb91f6b5ffa39ab27d63d462a0ce8e47abd1b9b7bca212c6d916839325b4dd9c,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,117350,115598,direct_python_execution
PYOBS-20260921T013915Z,29,合法基准通信,PDU-B,4,9eed31c538ea306b,20270915,3d0027f2012868d063603d5f2ef9dd20e0a1f4c0870adb1a2f6eac18d58ec137,ec29e6db0b57f5e385c38da78240ce3f36a4db24d3791e0a30f5ff48c397fabc,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,115191,113460,direct_python_execution
PYOBS-20260921T013915Z,30,合法基准通信,PDU-B,5,9eed31c538ea306b,20270916,1d43df92ebbfb42537fb94dba49f9a2ac758f9d72286a7da53a1fed5588775bd,783ddac5b814fb7630f90c7bbcaf59fb5339adb01842d94be01a008c09ac4562,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,140141,138072,direct_python_execution
PYOBS-20260921T013915Z,31,受认证区域内载荷篡改,PDU-B,1,9eed31c538ea306b,20271012,05289720db247985eb874fb9e389d4f5bf57cd6ccab4b6e34cc7fc17f2377bc3,01ecedcb1844050221fe36e18e9e82a3dcae7f29261f8ff8e1c99a12d80824f7,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,121432,119497,direct_python_execution
PYOBS-20260921T013915Z,32,受认证区域内载荷篡改,PDU-B,2,9eed31c538ea306b,20271013,a5a24f5ec32de56f8bb6415fda8f34c8bfea87b6d8386569053a8bcbc3e012d7,42a702a08ff933b278a7a7a3ad9e9bca356cfc3ef85d11ab611ff68336f1a54d,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,118351,116583,direct_python_execution
PYOBS-20260921T013915Z,33,受认证区域内载荷篡改,PDU-B,3,9eed31c538ea306b,20271014,debc29f2e6f96d0f6d83837f97d4374df8189f11f0f8d98f8213d767985011a9,8706406510519831a533e5a7e2b0263eb6a52c3fdc1bda06c328e834efbe5392,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,117294,115540,direct_python_execution
PYOBS-20260921T013915Z,34,受认证区域内载荷篡改,PDU-B,4,9eed31c538ea306b,20271015,19b6ccae6c6c345897e6eaf73045ca05feb536611c8238ff5255e4bec9b7e765,e3f1526df96a6e5d8b89dd61eaee31e6052ced104c4c56f3da070f2284d4d5d5,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,115909,114200,direct_python_execution
PYOBS-20260921T013915Z,35,受认证区域内载荷篡改,PDU-B,5,9eed31c538ea306b,20271016,5e18aa6b288b3c2869769e5feb8a87d5336fb865cb0e4364a4a470870aec0895,9733ff71599e66c0f5c2be9f6a2a70ce392dbdfb693c84ff47e08912fe3131c0,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,112198,110512,direct_python_execution
PYOBS-20260921T013915Z,36,全零认证器伪造,PDU-B,1,9eed31c538ea306b,20271112,00fef5d973a5b02b346cade76abe361455ae01cd8587461b3305698f378ef967,23041b96e6257e8900df608e848e33b0ed5fb624649d46228c96cb35419d0fee,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,107335,105654,direct_python_execution
PYOBS-20260921T013915Z,37,全零认证器伪造,PDU-B,2,9eed31c538ea306b,20271113,4b2d4ead0d7eaf5679287fe5481a3caf4c1eb957626c3f321bfdb2d9a656f012,0c4e7a32d07fc94ad939329592a43cd191cfbd0b1487da3078a9e9311f10f32c,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,183004,181003,direct_python_execution
PYOBS-20260921T013915Z,38,全零认证器伪造,PDU-B,3,9eed31c538ea306b,20271114,ddf89f93845a10fc972c4827b443f2c2251741d49c7e3199da4cd2877c82df20,fa2fbf406b7178d9333877ebf49a024a4543ab809740fe327296b281b4f2fb39,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,114756,112998,direct_python_execution
PYOBS-20260921T013915Z,39,全零认证器伪造,PDU-B,4,9eed31c538ea306b,20271115,527d3f4e13021077f455f341830c60ab53ca4420ab77c8f836685add59b7ba26,f8c1ba269620bc1ddc9e2c3ffc6653c86ea837c54961b0898c999b34a886c5a6,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,114855,113223,direct_python_execution
PYOBS-20260921T013915Z,40,全零认证器伪造,PDU-B,5,9eed31c538ea306b,20271116,2847761d0d5941dcfaaabb719d984256a7e19a5e33af3ab3fc5d1c8efa530d96,e5c2abba3dd206047581fc43f4094cac0cce480bb251e4acfcc3eb8b389f33ac,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,137375,135553,direct_python_execution
PYOBS-20260921T013915Z,41,已接收报文重放,PDU-B,1,9eed31c538ea306b,20271212,eceaa446cd11ac3bbe41dcd5e54190861960086d3406343fa1ef7aeb228a2c4c,090e6fa4716c2081a63af581a1ab655bd34b6a0884b93ba088b3ef7e5ee7b845,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,113568,112104,direct_python_execution
PYOBS-20260921T013915Z,42,已接收报文重放,PDU-B,2,9eed31c538ea306b,20271213,e72562c401db8ddabdddf081d8f840d50e4cd25eb9dcfe32f0c56a05229d1d0f,44ef33475f4f9c433bdc7d96e8110048236732b03263b546564e129442ca9d52,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,115911,114469,direct_python_execution
PYOBS-20260921T013915Z,43,已接收报文重放,PDU-B,3,9eed31c538ea306b,20271214,f74418602d5c95308c3e21a2ede86368ee9c8420faf6c2a068728ff753cc6924,0f0cab31cb442794b28529a4edd5e2f7d7bce7bed05023a55dd9701b1b02aa7a,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,117596,116051,direct_python_execution
PYOBS-20260921T013915Z,44,已接收报文重放,PDU-B,4,9eed31c538ea306b,20271215,d3e7093c3a2d8e18d051400a500571981f195b69a36acbc7054c4b0eef9403a0,49f1af850987e122e4703c309c90c8744db9ba3d50c0a035a1a786ddd6659212,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,116211,114467,direct_python_execution
PYOBS-20260921T013915Z,45,已接收报文重放,PDU-B,5,9eed31c538ea306b,20271216,f7086a5e41e3c77d67bc0c1d47f56ab5e9e8dc83ae7724f90e9dc40f1ac963b3,40ff2f51f1f1563e32f126e318fdccb43b75023f79a8995eee21db5506babb14,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,179038,176822,direct_python_execution
PYOBS-20260921T013915Z,46,严格策略下FV回绕候选,PDU-B,1,9eed31c538ea306b,20271312,a678e28575bcfb97bfb2112be8e31d84f0f7f9632c45e48dc0fdaa61d1fe5f74,d5bcce2878c9aa884ab9e8b8afb4231ab1f5f76232011008c2383e4dbfa6589c,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,122595,120627,direct_python_execution
PYOBS-20260921T013915Z,47,严格策略下FV回绕候选,PDU-B,2,9eed31c538ea306b,20271313,d571c1a441ff1cb217ba4c6b122556d2f5f60fc0dd0fbbe2d82f11e25a744939,0f7a560a8875617678bf4917b992427e5d469e1d6bd6cefe7a379d398ec12fc8,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,119445,117464,direct_python_execution
PYOBS-20260921T013915Z,48,严格策略下FV回绕候选,PDU-B,3,9eed31c538ea306b,20271314,bde25c13d23d3367adeb22c4cdb137d762d3b3f4f5d7a1752c8a335b82340011,0b6c9ee0004d53e97e375bf67d349a2b307eeec0f9894b5dcd5adc46ffc73438,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,120152,117664,direct_python_execution
PYOBS-20260921T013915Z,49,严格策略下FV回绕候选,PDU-B,4,9eed31c538ea306b,20271315,0ce0afc52513fa803986a1d1f8440fcea5847c6c42efe1c95b213aad891ca822,e324cf017c195f74ea65aacf85904cfa70ae1406a4ac77e94ff8c2c8ca971126,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,114053,111981,direct_python_execution
PYOBS-20260921T013915Z,50,严格策略下FV回绕候选,PDU-B,5,9eed31c538ea306b,20271316,2296e7dcd5eff3313ed11a1e30ca1ded71ef413656425804c274edea09b8c627,30056b2facf91a3545c49ffd29607bee3882baaca9dd3ec3ee2b3679f5f37935,ROLLOVER_PENDING,BOUNDARY_OUT,PASS,PASS,0,AUTHENTICATED,UPDATED_AUTH,,COMPLETE,PASS,112791,110825,direct_python_execution
PYOBS-20260921T013915Z,51,合法基准通信,PDU-C,1,c1d55f69700cfe26,20280912,04c903b69150df7f7a6caec5dddb894d8ce25c73f37e1d7c3ed20525c8e4df41,2a6c01d8dbf58f80be21f5d8347f47f44990450c5e61242446c4dca22bad4cde,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,146913,145211,direct_python_execution
PYOBS-20260921T013915Z,52,合法基准通信,PDU-C,2,c1d55f69700cfe26,20280913,d80a0f97d7e8bfe3a63e63d5d1b4d3f1cf7921d3ffef6f6eea9f67634de19e98,a28385ef951af70cd437ba9f380caf4edf0e9ecce3cd18d09b605c641dc666ff,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,154149,152267,direct_python_execution
PYOBS-20260921T013915Z,53,合法基准通信,PDU-C,3,c1d55f69700cfe26,20280914,f5cba948e33f97bd5fae52d1283ee892514a9281e2cdb97493fcf41629b9fac6,5df5360c343a81fd28ee60fc1dff75c61c029fec66098bc8b7778319294b8d85,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,152664,150910,direct_python_execution
PYOBS-20260921T013915Z,54,合法基准通信,PDU-C,4,c1d55f69700cfe26,20280915,17de02f74182c47810f40ea10dd7a62e73e1eb2d75e9b8e715d6d0b40b5da12a,83f8c0ee861f56012309080702efcad816013b7b7ab1060788e7da83542b71f3,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,153182,151580,direct_python_execution
PYOBS-20260921T013915Z,55,合法基准通信,PDU-C,5,c1d55f69700cfe26,20280916,0d4983f125e42fe6cfb03817ffd512a77f827399ef05b1f877bb0c9be991d2e4,f89cf41b4f63bbe7a2c4b64be643cc43e61fb8ddb82690dc2bde001d57dcf0b9,SYNC,VALID,PASS,PASS,1,NONE,UPDATED_AUTH,,COMPLETE,PASS,153840,152077,direct_python_execution
PYOBS-20260921T013915Z,56,受认证区域内载荷篡改,PDU-C,1,c1d55f69700cfe26,20281012,f42b1dfdad85c5ace92a899d3c86650bf3b68925458a97531d90642951ee7dea,3ba9ed111ef1ba39d272a67f235b7ee4d78c3f83f97f9bdae1e7594cbc184620,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,186189,184209,direct_python_execution
PYOBS-20260921T013915Z,57,受认证区域内载荷篡改,PDU-C,2,c1d55f69700cfe26,20281013,7d421a48ebcade01edac6d40ffe5c814f722f590edf6b6a1dbe271e09b639072,91121310f756a24563525cca2e9cffca102de8958771615b4bef6302aa5432ea,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,154325,152587,direct_python_execution
PYOBS-20260921T013915Z,58,受认证区域内载荷篡改,PDU-C,3,c1d55f69700cfe26,20281014,8453cee2547188b20ba00fecfa09b5c9451afa905c9ee43bd38f4add6d7fd0ca,45278d2204e05430f47f912712a1ef9f9bf4f4e9269bb2372b7b4757bf199d3f,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,159820,158048,direct_python_execution
PYOBS-20260921T013915Z,59,受认证区域内载荷篡改,PDU-C,4,c1d55f69700cfe26,20281015,b3b75bddec30c55365c161b61d75028de6cf23e722aa64ad90dc2e7a3fce2ad6,ee45551e655b17457ec0be012cfd0147497a8ee1b02235fde0e16382990f7071,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,165562,163709,direct_python_execution
PYOBS-20260921T013915Z,60,受认证区域内载荷篡改,PDU-C,5,c1d55f69700cfe26,20281016,0a7445549c3609f2a26f02180856c657476579a7f829eef35569d13e49b11fc1,46209aa3f6361061efc3a6745dd8fb016612d3a9617beaa393f6bf3d1b095496,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,215799,213694,direct_python_execution
PYOBS-20260921T013915Z,61,全零认证器伪造,PDU-C,1,c1d55f69700cfe26,20281112,117c08d73cb69e0203bf801ffe4503b7b8c332210fa24ff3bc1b913d429a1377,010411a5989d77ec2ec602bd4de6c50d9fd960aaa217634fff2fba7b9ff892e6,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,156215,154372,direct_python_execution
PYOBS-20260921T013915Z,62,全零认证器伪造,PDU-C,2,c1d55f69700cfe26,20281113,7cf6c473756b79145415f75ae11d9ea1d745d915eb2a650099e3875635c92107,f5aef09f03e8129d13610eb8d38dbd1a6b373236cf61203a98b292dde6e963bb,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,161681,159863,direct_python_execution
PYOBS-20260921T013915Z,63,全零认证器伪造,PDU-C,3,c1d55f69700cfe26,20281114,bd38d3c3543a188c485e9049478454245fe630e1ef4c0dfd542e1e69cfd4a775,b3a8f790cb78986ef9598b680abbb2de823051ff1a8a5671570feee8a9256dcb,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,161256,159528,direct_python_execution
PYOBS-20260921T013915Z,64,全零认证器伪造,PDU-C,4,c1d55f69700cfe26,20281115,599d06e24530a07299ebbee336a36f8723edb436efcd2c2fbb8922765ccb834e,58a60d2c34ac40394ec6d4a97cbdaf497d39394bdc527b3b0ea97976bf2909af,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,159308,157530,direct_python_execution
PYOBS-20260921T013915Z,65,全零认证器伪造,PDU-C,5,c1d55f69700cfe26,20281116,7eaba4515f4851607daf481b65f75f80a61ed949556b6d954041d7c6be9b2960,6137f7c40e55b0def2ed69171add8eda954a99de119741b6348ece296ccb0e7c,SYNC,TAMPER,FAIL,PASS,0,NONE,UNCHANGED,,COMPLETE,PASS,199328,192129,direct_python_execution
PYOBS-20260921T013915Z,66,已接收报文重放,PDU-C,1,c1d55f69700cfe26,20281212,82ed2bf20a8438dc9e9e524d74cf7301d9c7220c7975088286deac90adac261f,7bcfd546f04d00dc4895843cb278b04a3b5b8238f0bb4a3eaf2643d45437393e,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,179355,176821,direct_python_execution
PYOBS-20260921T013915Z,67,已接收报文重放,PDU-C,2,c1d55f69700cfe26,20281213,a10d4bc6e8a21543150731eeb790bdf89c3c8e87dc488ab232f2390edbe0cc9f,3ff287030f6f2a9c0200d80546287f3772bb4647f578afeeecfb71bfddf3376b,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,390118,382978,direct_python_execution
PYOBS-20260921T013915Z,68,已接收报文重放,PDU-C,3,c1d55f69700cfe26,20281214,938ad25e491bd2a16669f8ac8d727f099548d5d210c03230d1b99bf606a76ee7,c11bbad32edf417edf02aee34c7093b81e2a149d9c6549e48cdde425a081441c,SYNC,REPLAY,PASS,FAIL,0,NONE,UNCHANGED,,COMPLETE,PASS,174856,172095,direct_python_execution
